timestep	p1
71300	1.255588237
71400	1.05108752
71500	1.267763195
71600	1.122741258
71700	1.117547791
71800	1.164264815
71900	1.338904582
72000	1.126025044
72100	1.124157058
72200	1.215374481
72300	1.143315446
72400	1.291403974
72500	1.282135077
72600	1.080427621
72700	1.173262509
72800	1.363426312
72900	1.441624833
73000	1.09435001
73100	1.193152493
73200	1.115445232
73300	1.262893069
73400	1.231333753
73500	1.152334967
73600	1.170538146
73700	1.060766057
73800	1.091701953
73900	1.238261513
74000	1.106704032
74100	1.093402067
74200	1.256447555
74300	1.091127551
74400	1.296658014
74500	1.222296976
74600	1.088185586
74700	1.051023695
74800	1.105303753
74900	1.202090641
75000	1.177501667
75100	1.19904711
75200	1.382008735
75300	1.203911877
75400	1.215079227
75500	1.239599925
75600	1.103541946
75700	1.231618668
75800	1.06433925
75900	1.175773888
76000	1.078976612
76100	1.132324678
76200	1.139884228
76300	1.133332798
76400	1.164083378
76500	1.229645022
76600	1.193054857
76700	1.069305252
76800	1.13571682
76900	1.085072382
77000	1.084398135
77100	1.097713826
77200	1.217736725
77300	1.12998705
77400	1.176349891
77500	1.12926016
77600	1.045096091
77700	1.358764484
77800	1.224777573
77900	1.128136276
78000	1.118659271
78100	1.063836751
78200	1.186034916
78300	1.274233781
78400	1.115577177
78500	1.115331244
78600	1.140316966
78700	1.183046952
78800	1.169394128
78900	1.16724042
79000	1.136985432
79100	1.243171501
79200	1.186159175
79300	1.228943747
79400	1.059943129
79500	1.123163773
79600	1.29164584
79700	1.296369279
79800	1.097396508
79900	1.177953262
80000	1.198435734
80100	1.311617841
80200	1.089431493
80300	1.248697314
80400	1.139987599
80500	1.26644102
80600	1.158264044
80700	1.216939384
80800	1.146009656
80900	1.119624462
81000	1.141112606
81100	1.118509099
81200	1.143194166
81300	1.23781845
81400	1.223474813
81500	1.135543799
81600	1.086046233
81700	1.159003644
81800	1.286847007
81900	1.082360579
82000	1.184738111
82100	1.114977878
82200	1.09251662
82300	1.120491364
82400	1.143297397
82500	1.194678456
82600	1.101076971
82700	1.247219421
82800	1.1011139
82900	1.465821277
83000	1.19344956
83100	1.081599214
83200	1.212251444
83300	1.186316901
83400	1.113125716
83500	1.151551561
83600	1.10888914
83700	1.187424728
83800	1.230354724
83900	1.095750341
84000	1.118863298
84100	1.468012443
84200	1.22093557
84300	1.129136113
84400	1.079777197
84500	1.178204941
84600	1.225694314
84700	1.191464285
84800	1.14591361
84900	1.129301426
85000	1.139929777
85100	1.079662326
85200	1.145652049
85300	1.317650633
85400	1.289001043
85500	1.160745464
85600	1.231006094
85700	1.236301535
85800	1.11906841
85900	1.07376708
86000	1.201957154
86100	1.132364272
86200	1.068341584
86300	1.18053983
86400	1.11497119
86500	1.117606898
86600	1.186794951
86700	1.179067005
86800	1.105813445
86900	1.12205171
87000	1.22174274
87100	1.172465147
87200	1.125272865
87300	1.218421475
87400	1.103380345
87500	1.088165761
87600	1.184488475
87700	1.147916908
87800	1.343948921
87900	1.192298222
88000	1.111810696
88100	1.125134853
88200	1.265621282
88300	1.135822699
88400	1.272341283
88500	1.110283966
88600	1.132212803
88700	1.174963818
88800	1.135539924
88900	1.142671053
89000	1.101862227
89100	1.103339426
89200	1.080709689
89300	1.11468411
89400	1.447151924
89500	1.10234395
89600	1.200925173
89700	1.169415903
89800	1.121388521
89900	1.344149257
90000	1.05434923
90100	1.183437866
90200	1.247103865
90300	1.218647531
90400	1.553213468
90500	1.119770747
90600	1.158159754
90700	1.248082598
90800	1.074275472
90900	1.167132895
91000	1.282624762
91100	1.153693026
91200	1.117480781
91300	1.097592875
91400	1.092216603
91500	1.08645849
91600	1.18200709
91700	1.147443625
91800	1.112323756
91900	1.141892738
92000	1.144296682
92100	1.106232996
92200	1.179145845
92300	1.568975633
92400	1.538301543
92500	1.140513081
92600	1.134076725
92700	1.08066767
92800	1.128292828
92900	1.094388896
93000	1.11209953
93100	1.17491727
93200	1.138589177
93300	1.165962024
93400	1.179965426
93500	1.080821496
93600	1.116967971
93700	1.108066378
93800	1.220279774
93900	1.079655356
94000	1.022847795
94100	1.890369032
94200	2.968277177
94300	3.3666531
94400	3.239187725
94500	3.459361938
94600	3.168407935
94700	3.716629477
94800	3.624329668
94900	3.591186793
95000	2.937477562
95100	2.860708265
95200	2.887323813
95300	3.017871614
95400	3.405167724
95500	4.459679568
95600	4.571096809
95700	6.288457247
95800	6.825510563
95900	7.200825216
96000	7.899092928
96100	8.453113595
96200	8.452599491
96300	8.950328725
96400	9.723625717
96500	9.536116584
96600	9.331849899
96700	8.615499944
96800	8.32114044
96900	7.769642152
97000	7.318431635
97100	7.435075403
97200	7.620212383
97300	6.63412008
97400	6.034655645
97500	5.879293975
97600	6.07304798
97700	5.739552003
97800	5.38423033
97900	5.012491492
98000	4.309697215
98100	4.0367417
98200	3.354725261
98300	2.465012768
98400	2.002673911
98500	2.043395403
98600	1.909818853
98700	1.919587453
98800	1.363641874
98900	1.114016992
99000	1.273942195
99100	1.23648523
99200	1.289587319
99300	1.048723947
99400	1.067823585
99500	1.130476186
99600	1.167856095
99700	1.123810368
99800	1.177242513
99900	1.129731317
100000	1.138473269
100100	1.150022138
100200	1.096499436
100300	1.148357156
100400	1.150376209
100500	1.054238534
100600	1.058623735
100700	1.178758719
100800	1.212630395
100900	1.240971234
101000	1.101808873
101100	1.092562755
101200	1.14721235
101300	1.200237946
101400	1.171666137
101500	1.195030052
101600	1.078951248
101700	1.199190376
101800	1.189525514
101900	1.133872378
102000	1.131166132
102100	1.193205425
102200	1.186848407
102300	1.288650812
102400	1.142594367
102500	1.377559871
102600	1.228775652
102700	1.239065881
102800	1.298638981
102900	1.063414245
103000	1.195981034
103100	1.402865074
103200	1.21356554
103300	1.13346211
103400	1.212932836
103500	1.170070769
103600	1.109919818
103700	1.2945604
103800	1.205216115
103900	1.195368859
104000	1.125948311
104100	1.118066136
104200	1.114113279
104300	1.12258473
104400	1.123009583
104500	1.585094669
104600	1.116540835
104700	1.175893841
104800	1.137549541
104900	1.464560625
105000	1.213397479
105100	1.354791459
105200	1.152171087
105300	1.140691113
105400	1.146642819
105500	1.117139993
105600	1.234445561
105700	1.222091781
105800	1.119004809
105900	1.124473307
106000	1.075392168
106100	1.095965692
106200	1.273204978
106300	1.262085366
106400	1.13585471
106500	1.166134681
106600	1.114332497
106700	1.149133244
106800	1.088220119
106900	1.194560068
107000	1.109019703
107100	1.18856371
107200	1.185392778
107300	1.065886176
107400	1.231662236
107500	1.103564059
107600	1.152482817
107700	1.16833835
107800	1.178237076
107900	1.094037
108000	1.2225652
108100	1.387681247
108200	1.10293643
108300	1.130167542
108400	1.126543595
108500	1.111186941
108600	1.213993944
108700	1.097899014
108800	1.163070349
108900	1.108427023
109000	1.184546665
109100	1.109577048
109200	1.169964102
109300	1.112478635
109400	1.126175358
109500	1.12125222
109600	1.182074695
109700	1.067821585
109800	1.168675823
109900	1.096327741
110000	1.120410773
110100	1.142555636
110200	1.262042321
110300	1.132653106
110400	1.171816639
110500	1.138465227
110600	1.195590605
110700	1.115709211
110800	1.14214597
110900	1.085610491
111000	1.144367716
111100	1.10404273
111200	1.108678394
111300	1.091559426
111400	1.130414776
111500	1.120818243
111600	1.173975667
111700	1.106250338
111800	1.107676832
111900	1.091901735
112000	1.142712697
112100	1.105805345
112200	1.162212453
112300	1.175091878
112400	1.209738391
112500	1.149752921
112600	1.124372354
112700	1.107126939
112800	1.081617632
112900	1.199650023
113000	1.17619051
113100	1.169391592
113200	1.12068979
113300	1.177568711
113400	1.118013411
113500	1.174545184
113600	1.182525407
113700	1.089241443
113800	1.106912472
113900	1.182817551
114000	1.134548507
114100	1.164814261
114200	1.147225338
114300	1.161250578
114400	1.145982848
114500	1.21911599
114600	1.235830054
114700	1.100846811
114800	1.196643194
114900	1.075568876
115000	1.154646762
115100	1.111941585
115200	1.134480785
115300	1.103861557
115400	1.148227648
115500	1.182841488
115600	1.195361129
115700	1.199634391
115800	1.215652329
115900	1.061863434
116000	1.161781138
116100	1.234649029
116200	1.068685957
116300	1.130546043
116400	1.134102781
116500	1.123824008
116600	1.134503979
116700	1.157350482
116800	1.100859664
116900	1.223085744
117000	1.168017069
117100	1.075214033
117200	1.221437422
117300	1.059674494
117400	1.313045532
117500	1.126700595
117600	1.220964562
117700	1.118676792
117800	1.146550695
117900	1.150166201
118000	1.074766736
118100	1.073992031
118200	1.101115312
118300	1.472136662
118400	1.242975443
118500	1.210892877
118600	1.171336436
118700	1.14074537
118800	1.227034824
118900	1.152618151
119000	1.113656342
119100	1.152450702
119200	1.096241422
119300	1.176301615
119400	1.314027299
119500	1.193045965
119600	1.178198824
119700	1.249314957
119800	1.131308176
119900	1.136305364
120000	1.120555835
120100	1.124261233
120200	1.101766497
120300	1.099234352
120400	1.079267656
120500	1.246490739
120600	1.395839264
120700	1.124122799
120800	1.196708097
120900	1.045088476
121000	1.103990722
121100	1.225483213
121200	1.18416591
121300	1.067313407
121400	1.118733282
121500	1.186930425
121600	1.898120711
121700	2.170076033
121800	1.410983911
121900	1.230803268
122000	1.056619591
122100	1.267006235
122200	1.058492063
122300	1.355515644
122400	1.274551243
122500	1.213938644
122600	1.052248349
122700	1.082904239
122800	1.315307315
122900	1.262980481
123000	1.239926786
123100	1.203504311
123200	1.061706917
123300	1.07000322
123400	1.119531988
123500	1.233975447
123600	1.152764066
123700	1.120547186
123800	1.109161605
123900	1.293786747
124000	1.202348576
124100	1.221210579
124200	1.105377289
124300	1.347083797
124400	1.100508879
124500	1.132978572
124600	1.283418231
124700	1.094087754
124800	1.219017723
124900	1.124425249
125000	1.139243708
125100	1.146228725
125200	1.128917705
125300	1.174613734
125400	1.087456173
125500	1.166248369
125600	1.193192687
125700	1.253667772
125800	1.237464081
125900	1.133014207
126000	1.144291694
126100	1.083075533
126200	1.184408988
126300	1.284977474
126400	1.167958075
126500	1.179827273
126600	1.189058256
126700	1.132140345
126800	1.143690864
126900	1.142165745
127000	1.094608857
127100	1.071668843
127200	1.142924547
127300	1.108799588
127400	1.226996996
127500	1.131465148
127600	1.197688615
127700	1.202139142
127800	1.135103992
127900	1.127245909
128000	1.121003884
128100	1.144799126
128200	1.151241418
128300	1.157962518
128400	1.129292262
128500	1.155828672
128600	1.142721764
128700	1.096666301
128800	1.231961642
128900	1.111796625
129000	1.16892401
129100	1.131127632
129200	1.116439884
129300	1.134839411
129400	1.243470328
129500	1.141220403
129600	1.066541795
129700	1.141602111
129800	1.120318297
129900	1.236903991
130000	1.070272372
130100	1.335124725
130200	1.22277289
130300	1.140524448
130400	1.11206356
130500	1.08066027
130600	1.143520588
130700	1.163860289
130800	1.12899319
130900	1.135130842
131000	1.10757971
131100	1.111211861
131200	1.239690655
131300	1.221527452
131400	1.134177331
131500	1.18760654
131600	1.234251828
131700	1.22210356
131800	1.067788297
131900	1.091825553
132000	1.153243891
132100	1.1784446
132200	1.098538131
132300	1.111660033
132400	1.158281442
132500	1.143810751
132600	1.148319355
132700	1.255311548
132800	1.156995474
132900	1.102319323
133000	1.187710729
133100	1.11743608
133200	1.125741219
133300	1.269387646
133400	1.375849655
133500	1.157072344
133600	1.193554487
133700	1.150510401
133800	1.153825329
133900	1.152790451
134000	1.114629885
134100	1.143615561
134200	1.133254072
134300	1.177928982
134400	1.328354871
134500	1.104757223
134600	1.199986015
134700	1.231162589
134800	1.136031147
134900	1.199087215
135000	1.12668014
135100	1.120598916
135200	1.170636975
135300	1.136716648
135400	1.176935559
135500	1.225365707
135600	1.272498141
135700	1.113275254
135800	1.100669807
135900	1.069205622
136000	1.196714172
136100	1.199736673
136200	1.296018822
136300	1.207220407
136400	1.095873424
136500	1.148702763
136600	1.088553133
136700	1.108969326
136800	1.057250109
136900	1.186235905
137000	1.185319958
137100	1.177357151
137200	1.245341544
137300	1.18164035
137400	1.160407088
137500	1.170241908
137600	1.168293611
137700	1.177966409
137800	1.221628414
137900	1.290307983
138000	1.100056693
138100	1.125108461
138200	1.185850013
138300	1.17243212
138400	1.177396442
138500	1.1198075
138600	1.116325808
138700	1.206399398
138800	1.213907935
138900	1.180015041
139000	1.257292541
139100	1.154813495
139200	1.089640556
139300	1.157174399
139400	1.124565899
139500	1.265290663
139600	1.128425574
139700	1.203967363
139800	1.134918019
139900	1.176634897
140000	1.269760646
140100	1.079486302
140200	1.191425099
140300	1.204110055
140400	1.042481555
140500	1.085441105
140600	1.384000988
140700	1.195059327
140800	1.12872085
140900	1.244402171
141000	1.053425496
141100	1.120129606
141200	1.090507344
141300	1.207205935
141400	1.132432117
141500	1.196214393
141600	1.150685582
141700	1.074497342
141800	1.064520565
141900	1.299709334
142000	1.031654102
142100	1.405447385
142200	1.097436211
142300	1.22900705
142400	1.104721469
142500	1.087553211
142600	1.214347924
142700	1.09368971
142800	1.083580956
142900	1.17356718
143000	1.18590784
143100	1.09519114
143200	1.285957876
143300	1.357824266
143400	1.135879301
143500	1.138570243
143600	1.111014055
143700	1.070525528
143800	1.257264025
143900	1.0937663
144000	1.107510131
144100	1.171708535
144200	1.160771093
144300	1.267719465
144400	1.122923158
144500	1.108666971
144600	1.117612719
144700	1.099900221
144800	1.156799563
144900	1.126812737
145000	1.295346419
145100	1.264264689
145200	1.170264355
145300	1.130452686
145400	1.052107302
145500	1.209062253
145600	1.239218854
145700	1.279344451
145800	1.115033189
145900	1.248849033
146000	1.102671807
146100	1.132800242
146200	1.12596512
146300	1.134576393
146400	1.14663204
146500	1.212960896
146600	1.070817887
146700	1.133115969
146800	1.235109266
146900	1.171143087
147000	1.270636316
147100	1.321486281
147200	1.082162267
147300	1.196962416
147400	1.165718328
147500	1.075605525
147600	1.150131469
147700	1.106551991
147800	1.141589813
147900	1.309970396
148000	1.263747364
148100	1.032482673
148200	1.302262009
148300	1.180101197
148400	1.698171824
148500	2.567126507
148600	3.10198441
148700	3.100716868
148800	3.689546073
148900	4.407633805
149000	4.786179064
149100	5.144573471
149200	5.392812434
149300	6.314972603
149400	7.904452457
149500	8.94079435
149600	10.03393204
149700	9.675961074
149800	8.509333537
149900	8.176596529
150000	8.440874457
150100	8.552609482
150200	8.643827785
150300	8.499538729
150400	8.539422849
150500	7.083527481
150600	5.74246437
150700	4.978926828
150800	3.940467785
150900	3.32215666
151000	4.12274279
151100	4.97562143
151200	6.039645957
151300	7.030131668
151400	7.368377119
151500	7.30682776
151600	7.512244286
151700	7.212143115
151800	6.819749817
151900	7.621682184
152000	8.428266602
152100	7.894341269
152200	6.814864063
152300	5.689646931
152400	4.820285565
152500	4.112323262
152600	3.581671216
152700	3.030964259
152800	3.416240438
152900	4.142675686
153000	4.841901646
153100	5.180478958
153200	5.448606324
153300	5.511872105
153400	4.91431907
153500	4.605240328
153600	4.335245568
153700	4.655613809
153800	5.534848316
153900	5.511183334
154000	5.544518743
154100	7.246504355
154200	8.646671437
154300	9.222376678
154400	9.16986526
154500	9.644587354
154600	9.304382898
154700	9.023276095
154800	8.754426506
154900	9.260119321
155000	10.09542409
155100	7.906582303
155200	5.747646623
155300	4.869982006
