timestep	p0x	p0y	p0z	plx	ply	plz	ree
495800	-6.102255974	4.286042982	-0.4228816398	-5.169504427	4.356212764	0.07976877388	1.061888265
495900	-5.789745282	4.373356111	-0.6121908708	-5.299630297	4.754997686	0.4093920062	1.195614723
496000	-5.547267639	5.152354844	-0.6298497717	-4.836732562	4.933064704	0.2834228468	1.177716068
496100	-5.274382137	5.288859244	-0.1399299326	-4.201119843	5.54995583	-0.3398957579	1.122519359
496200	-4.890023536	5.322498967	0.1549736894	-4.399071952	5.110392756	-0.924477088	1.20467277
496300	-4.630753568	5.197967056	0.03815539553	-4.725858056	4.481254483	-0.7757935245	1.088684812
496400	-4.86605656	5.128240698	-0.1513706595	-4.906414997	4.387261534	-1.126778136	1.22560135
496500	-4.950078473	5.503813786	-0.9399198184	-4.492696183	4.499565733	-0.8265699697	1.109306495
496600	-5.396819631	4.48461021	-0.7356876689	-4.283123664	4.838135865	-0.9691110471	1.191547553
496700	-4.790644993	4.551842055	-0.4766938477	-3.977919121	4.034342154	-1.170519359	1.187317704
496800	-4.985308656	4.357752042	-1.264253249	-3.936911524	4.053860192	-1.21819558	1.092523735
496900	-4.692722965	4.106499677	-0.5945841443	-3.575362202	3.865162162	-1.024916478	1.221443731
497000	-3.877073716	3.970515042	-1.006180906	-2.921565663	3.307294245	-1.047750524	1.163866616
497100	-2.910417244	4.00875538	-0.6029836034	-2.965663756	3.207701015	-1.439386319	1.159443735
497200	-2.955033665	3.388056219	-0.3234677178	-3.423729326	3.597939247	-1.407374819	1.199408652
497300	-3.420620345	3.516597325	-0.08451510916	-4.152107924	3.51044108	-0.8653736197	1.069977566
497400	-3.952953934	3.29787667	0.1031839308	-4.840887375	2.489834227	-0.1335264438	1.223678955
497500	-4.879142093	3.414527766	0.6668356069	-4.359582138	2.428297331	0.4761600262	1.130906803
497600	-5.191338435	3.084971756	0.3664221546	-4.740518857	2.302963314	-0.3691608905	1.164413119
497700	-4.519224275	2.349459105	0.7315730416	-5.565318694	2.12958131	0.1919841503	1.197420541
497800	-4.523236885	1.799704108	1.055345464	-5.137553527	2.559659563	0.5591643477	1.095952978
497900	-4.612362009	1.678165906	1.089189642	-5.089021202	1.689627946	-0.04473493007	1.23008955
498000	-5.456145191	1.823814653	0.7874608713	-5.200893095	1.607992366	-0.2324861787	1.073324218
498100	-6.475015245	2.010582848	1.076370803	-6.32406905	1.3881222	0.06941697717	1.193397679
498200	-7.031630281	1.429953871	1.173687214	-7.125339274	0.4148432558	0.5444305234	1.19799621
498300	-7.141813784	0.6616329774	1.274495407	-6.287438303	-9.360293953e-05	1.198445464	1.083338878
498400	-6.817155677	0.448644209	1.440689363	-5.804083908	0.2943299934	2.120189571	1.22957221
498500	-6.238995394	0.4098721388	1.993055661	-5.441244064	1.011592263	2.42344476	1.087983946
498600	-5.881994679	0.6199997677	2.600850304	-5.250499412	1.591224942	2.448607956	1.168435854
498700	-5.774097612	1.171067695	2.896483451	-5.023060544	2.038903884	2.494032579	1.216208466
498800	-5.755759861	1.395770326	2.68373247	-4.913732654	2.034323519	2.513737631	1.070354261
498900	-5.608112469	1.048239604	2.727692282	-4.821290863	1.947413212	2.768539371	1.195520766
499000	-5.562048048	1.189648319	2.526614029	-5.535635789	2.361566372	2.299378093	1.194037562
499100	-5.766587054	1.722015687	2.856347377	-5.998134122	1.751116603	1.808308968	1.073706392
499200	-5.500397998	1.731711416	3.05314177	-6.067019842	1.705224633	1.967607382	1.224804789
499300	-5.17285388	1.543005681	2.269098416	-6.036511904	2.27075662	2.211403297	1.130864863
499400	-4.621635109	1.698521303	1.896731077	-5.433705233	2.447589364	2.079740435	1.1198452
499500	-4.547578038	1.561142672	1.713437818	-5.387836983	2.219887671	1.117216051	1.222890209
499600	-4.778874631	1.641353596	1.368611615	-5.651241321	2.21346944	0.8886827238	1.148334411
499700	-4.856460564	1.899405264	1.380013501	-5.72444271	2.037229081	0.7424551008	1.085757396
499800	-5.207752928	1.699606887	1.325854939	-6.225415163	2.308357929	1.001990956	1.229268944
499900	-6.325924856	1.628010962	1.623517752	-6.336257936	2.520698103	1.01461516	1.080629202
500000	-7.010363639	1.819045825	1.279718159	-5.900260296	2.009821053	0.9596221457	1.170976549
500100	-7.087397407	1.664617225	0.8715622258	-5.995351089	2.193601193	0.7725615506	1.217452395
500200	-6.996937758	1.025336753	0.9838862134	-6.754348368	2.083208469	0.9276017822	1.086788902
500300	-6.974155438	1.319506661	1.544877792	-7.724074502	1.91929862	0.8684808559	1.174581548
500400	-7.490601321	1.778526838	2.168149849	-7.836056663	2.148729534	1.067142496	1.211860809
500500	-8.048241898	2.108441297	1.882876563	-7.461505536	2.806145551	1.339797211	1.061124859
500600	-8.271492056	2.371753208	1.233510675	-7.209830543	2.356983722	1.771802155	1.190420524
500700	-8.19081598	2.320153723	1.616712695	-7.155721638	1.675874395	1.660286165	1.220006064
500800	-7.946288183	2.840256323	1.613702147	-7.333348838	2.114835888	1.053436482	1.102645484
500900	-7.469187386	2.87571948	1.92969225	-7.375097383	2.405400753	0.8830718156	1.151289263
501000	-6.909041221	2.295250535	1.827906088	-6.977883915	2.571740094	0.6424726277	1.219195752
501100	-6.94137662	2.008043301	1.112237195	-7.03448888	3.069496871	1.004028253	1.071010154
501200	-7.566496716	1.975753675	1.437574693	-6.877194494	2.863985762	1.239648399	1.141607906
501300	-7.398623548	1.371565263	1.125907603	-7.013020751	2.499892013	0.867455693	1.220085309
501400	-7.781236829	1.242968935	-0.003826953445	-7.146086003	2.177647365	0.186408501	1.14596242
501500	-8.402295679	1.910008363	-0.47519766	-7.386006425	2.360373128	-0.483178727	1.111636617
501600	-7.686175874	1.671178623	-0.4778559159	-7.72169373	2.892573297	-0.4140367131	1.223576462
501700	-7.692432715	1.575204792	-0.7742538085	-7.840277557	2.671509357	-0.4242187304	1.160287185
501800	-7.445181422	1.596770846	-0.970116554	-7.693749065	2.112475179	-0.0693769955	1.067271561
501900	-7.907182667	2.115677433	-0.8208679395	-7.335754233	1.842953491	0.2222236389	1.220224915
502000	-7.85311472	1.621048655	-0.149140883	-7.076408433	0.9911772497	-0.571115826	1.085390941
502100	-7.022796065	1.508682161	-0.7833798971	-6.328666062	0.6333420254	-1.153587967	1.176898819
502200	-6.679504372	1.329164694	-1.07627442	-5.742180609	1.060563634	-1.812869509	1.222004374
502300	-6.269057303	0.5730372636	-1.440007266	-5.814527897	1.538612316	-1.75357975	1.112321835
502400	-6.569678698	0.2573829656	-1.290444145	-5.81959595	1.116080191	-1.477168054	1.155357465
502500	-6.422420169	0.2821921583	-1.806393155	-6.023311401	0.4788046772	-0.6786820085	1.21230224
502600	-6.052506841	0.8402229914	-1.479046411	-5.618484422	0.3555311636	-0.6425592692	1.059722778
502700	-5.790040865	0.9670947627	-1.471113905	-5.437002428	0.2080289106	-0.6949304171	1.14161198
502800	-5.75606112	1.299505877	-0.9846640631	-4.845483125	0.4846856916	-1.076688227	1.225378581
502900	-4.837710751	1.594992181	-0.5931148071	-4.264141565	0.9755360151	-1.28066031	1.088772874
503000	-4.828974861	1.19522057	-0.9297907015	-3.654070798	1.359093442	-1.050808564	1.192434149
503100	-4.187692753	0.8842231442	-0.4230166626	-3.711221018	1.924291287	-0.7650265807	1.194042645
503200	-3.847809444	1.467891541	-0.2215318383	-3.180218421	2.111265588	-0.7367085426	1.060667231
503300	-3.61423903	1.557183042	0.1141670409	-2.464944195	1.833643467	0.008983989864	1.186748692
503400	-2.941025769	1.520144434	-0.6458998266	-2.457999385	1.987613732	0.3661191987	1.214917504
503500	-3.048640882	2.336512028	-0.4675003143	-2.061703269	1.989625836	-0.2645417287	1.065630363
503600	-3.05311628	2.194070844	0.476266339	-2.290978868	1.89358241	-0.4354309035	1.225699227
503700	-2.645686272	2.142924049	0.2907394675	-2.117766455	1.227282547	-0.2137755889	1.171167851
503800	-3.099375488	1.225774351	0.4034068813	-2.212434657	1.347604702	-0.2219956141	1.092078273
503900	-3.130115408	1.033883729	0.3669469217	-2.337538569	1.660338916	-0.3072975583	1.21459037
504000	-3.250674241	1.127605565	-0.2945065726	-2.207621115	1.659213345	-0.457057046	1.181943025
504100	-2.498238887	1.35930568	-0.2053818533	-2.047039044	1.626713616	-1.131506933	1.064328881
504200	-2.416440436	1.39591649	-0.07651375843	-1.767811377	1.605817153	-1.036388098	1.177343065
504300	-2.022769977	0.6378397799	-0.483371956	-1.038736628	1.330471973	-0.6991878168	1.222553668
504400	-1.819100951	1.62596058	-0.6570609731	-1.203464952	1.584889922	0.2066548211	1.061461
504500	-2.2477015	1.126631239	-0.2422674366	-1.349494554	1.793750624	0.2671498799	1.229361621
504600	-2.241036292	1.305040629	-0.4663782159	-1.95022104	1.76343917	0.5410674809	1.144399216
504700	-2.532738726	1.853119925	-0.09623688954	-1.917486244	1.981153588	0.802713606	1.096831905
504800	-2.451105795	1.650187658	0.5257859105	-1.753533802	2.617876362	0.7898044331	1.221774895
504900	-3.042945379	1.525269133	1.203152058	-2.901405176	2.6129963	1.374394784	1.110183809
505000	-2.877551713	1.652058518	1.492817316	-3.73797519	2.378621093	1.676372994	1.141014646
505100	-3.122585011	1.697831992	1.741730196	-3.210709705	2.7568387	2.319661113	1.209655038
505200	-3.776000816	2.07287162	2.316386877	-3.12191478	2.779081415	2.819475957	1.086121282
505300	-4.307826168	2.17843629	2.451009251	-3.373802884	2.778673937	2.427654979	1.11050896
505400	-3.826747034	2.467957218	2.64175913	-3.693385292	2.025407444	1.517985157	1.215114644
505500	-4.268746493	2.043070546	2.028321249	-3.668059376	2.87883413	2.414683881	1.0993643
505600	-3.698522803	1.664512623	2.823574259	-3.079259753	2.495290193	2.173447118	1.223251158
505700	-3.615299229	1.626328675	2.828453825	-2.830155451	2.112520798	2.171386347	1.133389255
505800	-3.337375389	2.185379821	2.49135456	-2.580868507	2.168175225	3.269146506	1.085153893
505900	-3.545664278	2.202414299	2.523027593	-2.781898144	2.130363689	3.459591282	1.210653354
506000	-2.971764549	2.510373878	1.963869487	-2.815289542	2.567887672	3.104591037	1.152839069
506100	-2.678018674	3.223753654	1.625621431	-2.838733164	2.943749405	2.681410109	1.104047671
506200	-2.620220565	3.810783311	1.568052811	-2.856353446	2.872526348	2.289435076	1.206845988
506300	-2.792600134	4.378877598	0.9500152674	-2.337434741	3.727657739	1.844297711	1.196245765
506400	-2.922382434	4.381561774	1.092862359	-2.302705134	4.756567122	1.870914644	1.063011913
506500	-3.463536507	4.232720781	0.5404290998	-3.642968325	4.60414415	1.697701791	1.228589101
506600	-4.199135163	4.807392886	0.5148492798	-3.998412027	4.337682046	1.464658232	1.078450322
506700	-4.40072183	5.027904261	0.177754865	-3.848912727	4.894833133	1.161250141	1.135545759
506800	-4.41821648	5.046573473	0.08139053951	-4.035693876	5.403565692	1.181651626	1.218335522
506900	-4.238092185	4.713595172	0.4722664338	-4.356948878	5.554382808	1.288522051	1.177847186
507000	-4.505490869	4.215505094	0.2867007777	-4.148680926	4.656630544	1.211924772	1.085331487
507100	-3.590797525	4.302003515	0.1429062269	-3.473678213	4.476027904	1.331586629	1.207047025
507200	-2.872773602	4.302592425	0.1166589578	-3.380340331	4.262316081	1.054109301	1.066798628
507300	-2.564728528	4.615552689	0.07750018173	-3.144700827	4.043918205	0.8911181129	1.15113335
507400	-2.641074089	4.5962753	-0.4119350558	-3.092377812	3.998253319	0.5471049054	1.216989312
507500	-2.316554682	4.645444363	-0.29468	-3.155159451	3.981994994	0.2039750025	1.179864329
507600	-2.814725764	4.883303371	-0.3095847323	-2.72076803	3.870422278	0.2998222126	1.185804786
507700	-3.269969735	4.309068899	-0.3952310077	-2.670171433	3.551508662	0.3269907452	1.206341484
507800	-3.376887182	4.331986227	-0.01859037104	-2.600084889	3.711232039	0.4016059252	1.079501038
507900	-3.343262243	4.399042494	0.5721843447	-2.288837632	4.06413631	0.7197329837	1.116129031
508000	-3.336783257	4.100984054	0.432722282	-2.359535349	3.816366544	1.105762461	1.220247386
508100	-3.317012708	4.030777379	0.9974817375	-2.681997857	3.143380661	1.393999781	1.161009627
508200	-3.086206984	3.706626252	1.87904622	-2.455088967	2.823137908	1.719468159	1.097418226
508300	-2.908418423	2.926785916	2.289561936	-1.746127149	2.690609557	2.021670503	1.215921913
508400	-2.48628864	3.116788834	2.621432021	-1.60097715	2.380276027	2.329313843	1.188091149
508500	-2.00833934	3.251220229	3.487710163	-2.127504501	2.374579352	2.888126258	1.06873777
508600	-2.009451824	2.986774317	4.142365436	-2.790212459	2.255802064	3.619412698	1.190540705
508700	-2.061351173	2.533157561	4.48072604	-3.070874802	2.197956283	3.923928175	1.200633881
508800	-2.840475612	2.624749672	4.853237124	-3.443361198	1.831986798	4.482732793	1.062646443
508900	-3.388648618	2.308055563	5.303425723	-3.70831094	1.648094052	4.428036515	1.141945471
509000	-4.062445458	1.979757343	5.701366327	-3.383385348	1.619512207	4.756651549	1.217943021
509100	-4.765027757	1.614112277	5.625757041	-3.761773742	1.92624902	5.123769251	1.164448241
509200	-5.385141585	1.79394235	5.321322706	-4.486900132	1.815105828	4.72280172	1.079589261
509300	-5.991310717	2.124411392	4.586949615	-4.919393677	1.845562443	4.087168409	1.215131323
509400	-6.29679677	1.888058105	4.142989283	-5.268071772	1.641291869	3.550379132	1.212582157
509500	-5.881115334	1.451008598	4.713264675	-5.432924445	1.450157533	3.707151888	1.101425774
509600	-5.680476363	1.848939618	5.078736799	-6.051202028	1.957239239	3.989801807	1.155398522
509700	-5.969793814	1.925785969	4.858894893	-5.844765372	2.189830218	3.685942979	1.208787686
509800	-5.924803551	1.507720193	4.645138738	-5.63034892	2.366430825	4.096086368	1.06091752
509900	-6.058597714	1.550733541	5.347743141	-5.308503925	2.029669074	4.585413646	1.171821742
510000	-6.080118242	1.918223694	5.143245085	-5.572185219	1.556776158	4.098793287	1.216355144
510100	-6.260838868	2.06198987	5.205019228	-5.61970787	1.491044419	4.472693772	1.128418468
510200	-6.056735966	1.616151844	5.5647637	-5.145294685	1.764639591	4.845123051	1.170750393
510300	-6.433693428	1.936518898	5.009929002	-5.240583128	1.845699021	5.157139726	1.205583442
510400	-6.634483393	2.596150747	4.534334743	-6.243799208	1.706839217	4.96958611	1.064402594
510500	-6.859378818	1.97722396	4.131466399	-6.030534467	1.525237131	4.742284425	1.124443735
510600	-7.003714627	1.770224427	3.595205314	-6.385287926	1.004054671	4.309062075	1.21616576
510700	-7.567714443	1.265892684	3.604424599	-6.656546364	1.142384113	4.261639978	1.130227274
510800	-7.825034455	0.8535292082	4.118838008	-6.734716175	1.052364762	3.75755807	1.165698384
510900	-7.717626149	0.8262214044	4.088625366	-6.856322728	0.4872333892	3.301933797	1.214759269
511000	-7.595317762	0.4860804593	3.797148489	-6.582003312	0.1389221385	3.356792577	1.158118475
511100	-7.890511202	-0.1166537289	3.781668534	-6.846398064	-0.2266758904	3.994520018	1.071252947
511200	-7.832203507	-0.5343226655	2.69877506	-7.70399344	0.452066724	3.430274314	1.234703611
511300	-8.011694661	-0.3756714576	1.968455091	-7.598568557	0.4370779016	2.5254341	1.068391461
511400	-8.26208022	-0.218844491	1.530817412	-7.368472978	-0.0728258475	2.309793292	1.194428218
511500	-8.334346331	-0.4626682623	1.175265963	-7.946398381	-0.04425581336	2.252281721	1.218825472
511600	-7.951363585	-0.6674116972	0.7123215023	-8.103965656	0.01008353943	1.659461343	1.174462033
511700	-7.611220177	-0.6901706611	0.2183430276	-8.14665953	-0.6869688573	1.161585473	1.084625218
511800	-7.887056335	-0.1216339486	-0.05712967371	-7.542481679	-1.064759325	0.6473179685	1.226565795
511900	-8.041874488	0.2729030357	-0.1717235666	-7.850517628	-0.7845413332	0.04375664917	1.096009929
512000	-7.56009297	0.07988273424	0.1567149823	-8.260866558	-0.7019457708	-0.157028791	1.095798607
512100	-7.77254651	0.9525820478	0.3946460613	-8.018893809	-0.1633107132	0.03980534608	1.196584965
512200	-8.652723887	0.5368342405	-0.3507099068	-8.202427907	-0.006940938505	0.5464478988	1.141643571
512300	-8.974969072	0.2263239032	-0.6983048411	-9.207095252	-0.5108387807	0.186389753	1.174723759
512400	-9.535188589	0.02237195524	-0.06549766019	-9.325368284	-1.162151639	-0.2048506561	1.211007829
512500	-9.750351432	-0.1872828197	0.2673399102	-9.278158412	-1.132074957	-0.0271863632	1.09651455
512600	-9.502577038	-0.1297156587	0.3917727401	-9.490597637	-1.078105346	-0.1421461336	1.088418977
512700	-9.08822578	0.3647236058	0.616783112	-9.569160358	-0.7319334124	0.3798921096	1.220685066
512800	-9.11218581	0.8129917275	1.004222995	-9.61624004	-0.1644368245	0.70682299	1.139247122
512900	-9.576597164	-0.006671672485	1.327991013	-8.437603755	-0.2539828909	1.648176549	1.2087132
513000	-9.726402435	-0.1328275802	2.0979382	-8.641990595	-0.5216800289	2.445505158	1.203311288
513100	-8.851008786	0.09858938038	2.373622606	-8.555713573	-0.9192961121	2.742555811	1.122230746
513200	-8.12154833	0.157169607	2.606725106	-8.099825546	-0.9074913663	2.785242751	1.079742292
513300	-8.023705729	0.8405455053	2.763548274	-7.944656603	-0.340421324	3.112504239	1.233977991
513400	-7.561871282	0.883065181	2.958766218	-7.115071772	0.3796820825	3.798114802	1.075885863
513500	-7.071746561	0.7983734808	3.300766264	-6.546675898	0.7267006467	4.311383063	1.141132118
513600	-6.753280236	0.8914032705	3.272283038	-6.026517899	0.8385616868	4.232916218	1.205732904
513700	-6.292295277	0.893197914	3.194844552	-5.484048506	1.070537716	4.082968515	1.213868371
513800	-5.792867824	0.8992178996	3.033896154	-5.14862772	0.5301164538	3.790675491	1.060186848
513900	-5.404379828	0.7660387725	3.321859131	-4.542177435	0.1100134436	3.885717587	1.221351119
514000	-5.278478935	0.2788478835	3.530114535	-4.225875406	-0.1165661553	3.926292388	1.192175886
514100	-4.78280148	0.03190043278	3.640395263	-3.717673648	-0.08240722931	3.850228513	1.091601362
514200	-4.068701274	-0.1566905502	3.441685044	-3.205905054	0.135601201	4.06147239	1.1018113
514300	-3.115486614	-0.08602613844	3.104985873	-3.17378562	0.5328762939	4.169158035	1.232437173
514400	-3.56795725	1.112018793	2.998257189	-3.209996534	0.4938096676	3.781683734	1.060224292
514500	-3.845002998	1.082776454	3.377525467	-2.955589482	0.2559410512	3.317362252	1.215867097
514600	-3.338123181	1.304797525	3.353491904	-2.576161969	0.4089946038	3.112905732	1.200387216
514700	-3.295518008	1.54492297	3.04377253	-2.254201755	1.175747068	2.963373214	1.107742947
514800	-3.047323939	1.228234144	2.854462882	-2.307813403	1.686755199	3.626565853	1.163297205
514900	-2.994866857	1.366518525	3.594387222	-2.020768834	1.164336698	4.239057123	1.185471945
515000	-2.99540241	1.689701082	4.612463623	-2.138340226	1.976406584	3.995326831	1.094355268
515100	-3.362468517	2.161504726	4.335157282	-2.753088476	2.229932524	3.305211662	1.198671923
515200	-3.331908125	2.519656832	4.204685226	-2.589951532	2.133121217	3.321876016	1.216248934
515300	-2.660818301	2.411211153	4.133273724	-2.10591541	2.321580522	3.206996818	1.083485013
515400	-2.344644167	2.516440425	3.921491122	-2.071853059	2.188894516	2.777575664	1.220755458
515500	-2.223265546	2.5179148	3.547516829	-1.591955267	1.833951745	2.857052072	1.158921787
515600	-2.00657469	2.138818328	3.218516036	-1.445961877	1.28603305	2.916912596	1.064187056
515700	-2.00302421	2.26979474	2.499571718	-1.729988798	1.263448397	2.919201167	1.123997408
515800	-1.539204862	1.909912524	2.094961538	-1.72759579	1.271875378	3.129960045	1.230367608
515900	-1.703302751	1.777343745	2.279083217	-1.54719517	1.21708449	3.160592229	1.056086241
516000	-2.169106838	1.921150083	2.60249106	-1.952916891	1.359510614	3.650188691	1.208241413
516100	-2.482556899	2.164065019	2.986918924	-2.229594106	1.050837557	3.323181385	1.190099995
516200	-2.798323076	1.718101338	3.46942188	-2.189944195	0.8541323679	3.098859244	1.11976958
516300	-3.057754801	1.152255322	3.828394296	-2.639634792	1.311035829	2.786767072	1.13358849
516400	-3.020664835	1.429875763	3.99272486	-3.05887038	2.020377304	2.933583237	1.21323234
516500	-2.930779933	2.39627015	4.219691406	-3.487451131	2.194760951	3.314444237	1.081647455
516600	-3.146526547	2.189781414	4.042145342	-4.019603991	2.253402194	3.353305248	1.113917637
516700	-3.060819132	1.752333531	3.789882475	-4.07959824	2.214059814	3.397237074	1.185441876
516800	-2.514820743	2.186062296	3.730728938	-3.713846953	1.996674186	3.593027995	1.221676413
516900	-2.373359473	2.500015062	3.14334933	-3.046445972	1.872782209	3.683883153	1.067072303
517000	-2.059671459	2.87077585	3.445263853	-2.637799062	1.849291224	3.764835537	1.216465547
517100	-1.71443924	2.753346138	2.888563254	-2.280649587	1.904272859	3.50084864	1.190131499
517200	-1.254730739	2.453394755	2.651241652	-2.129320148	1.855688304	2.909796988	1.09041758
517300	-0.8877249095	1.952955684	2.801457578	-1.845640645	1.845212603	2.222070647	1.124677884
517400	-1.089355916	1.393275771	3.176645484	-0.9829332402	1.524600225	1.953564252	1.23470628
517500	-0.6783211963	0.7787414498	3.268501292	-0.9296821986	0.9141102818	2.229251192	1.077751291
517600	-0.7121081022	0.8061169931	3.074570027	-1.694921589	0.5534385105	2.511645967	1.160453473
517700	-1.032873866	0.9411269375	2.879059099	-2.093975565	0.3805576139	2.65737876	1.220375744
517800	-1.115460617	1.071726146	3.044408787	-2.072885092	0.507383745	2.637292099	1.183591132
517900	-1.028751581	1.124251649	3.206047887	-1.763419755	0.8955096657	2.47993086	1.057972664
518000	-0.9616809978	1.012054682	2.960851518	-1.216504982	0.872458927	1.783292961	1.212875258
518100	-0.4425915563	0.9614296452	2.583477525	-0.6518045583	0.01329200433	1.921332478	1.175232373
518200	-0.01626109208	0.8507318635	2.893754755	-0.2230612761	-0.1923760415	2.861342493	1.063903648
518300	0.1687106442	0.3384378967	3.184773605	-0.6356864687	-0.4870039004	3.424855211	1.177305421
518400	0.131994431	-0.1179101059	3.540800926	-0.7373605608	-0.8474245071	3.129022814	1.20728231
518500	-0.3585033591	-0.7566683805	3.722294763	-0.5514182603	-0.9138052643	2.675028815	1.076417263
518600	-0.8249534769	-0.8333905373	3.368196181	-0.559522475	-0.8305992658	2.182235648	1.215303992
518700	-1.202984521	-0.6539948245	3.025347203	-0.5907210475	-0.9190344487	2.02761641	1.20024135
518800	-1.218252358	-0.4367249192	2.845731372	-0.9887503798	-1.004969576	1.914753822	1.114581691
518900	-1.158486213	-0.6137432233	2.768709477	-1.341615711	-1.073751708	1.797003857	1.090576009
519000	-1.362851907	-1.275648711	2.932512101	-1.592827838	-1.227843406	1.724903148	1.230241301
519100	-1.245116486	-1.276294485	2.786617405	-1.848810277	-1.192858028	1.836015044	1.129182308
519200	-0.9941459841	-1.587720976	2.426676066	-1.868322363	-1.04239863	2.10229359	1.08017813
519300	-0.8088032806	-1.425614169	2.222848078	-1.843742164	-0.8340470536	2.171048077	1.193202994
519400	-1.41017396	-0.6024747018	2.59530133	-1.539535131	-1.019273596	1.500003203	1.179039278
519500	-2.010869211	-0.9151236778	2.25627066	-1.043355693	-0.4245490518	1.816626963	1.170483854
519600	-1.333631049	-0.7930185418	2.232710013	-1.089614713	0.1947682146	1.590381732	1.20326733
519700	-1.600367607	-0.2552021071	2.264801058	-1.074927203	0.3848276287	1.560358461	1.087182162
519800	-1.413351324	-0.2441841061	2.275872332	-1.057844115	0.01112287325	1.263956402	1.102515704
519900	-1.006115615	0.2337147976	2.155510424	-0.6993295329	-0.3702726927	1.153712007	1.209346376
520000	-0.7300590116	1.035756098	2.016055204	-0.4858989277	2.21825168e-06	1.512565252	1.177243551
520100	-0.3232425383	0.7472536157	1.952448981	-0.05414572862	0.5635573042	0.9089160939	1.09321467
520200	0.3565621288	0.6157632397	2.154796574	-0.3009324005	1.021439691	1.205871185	1.223655112
520300	0.4779616908	1.214158081	1.907461919	-0.223949692	0.3557330731	1.64321287	1.139912559
520400	-0.2614930409	1.319521315	1.266491315	0.400731636	0.5419988988	1.624618326	1.082283506
520500	0.05179311979	2.168422471	1.460490418	-0.1716648503	1.127191782	0.8503966398	1.227317901
520600	-0.3944368857	1.728908357	1.903390493	-0.7655037697	2.006964658	0.9514552418	1.058861021
520700	-1.160651821	2.189350011	2.18880157	-1.570011998	1.902953404	1.125792437	1.174558295
520800	-1.688758254	2.847771522	1.958523844	-1.989412074	2.006160966	1.131500487	1.217648833
520900	-1.760636816	3.035602294	1.313620655	-2.600151465	2.21961362	1.088280356	1.192225068
521000	-2.773933068	3.086020389	1.365231193	-2.795469219	2.178868997	0.8147883604	1.061308045
521100	-3.814416924	2.80748107	1.412321469	-2.652030495	2.617455871	1.079461584	1.223947503
521200	-3.732949678	3.041931534	1.259690795	-2.738232253	2.483180366	0.9957243733	1.171043934
521300	-3.724180136	3.265709076	1.267588249	-3.038844769	2.792973151	0.6100774168	1.060888455
521400	-3.927065704	3.316288239	1.330610895	-3.241046844	3.590084996	0.4480694816	1.150854416
521500	-4.230852023	3.074575139	1.3025303	-3.067582189	3.095527836	0.9140381793	1.226605826
521600	-4.2507909	2.84829496	0.9982573551	-3.147074636	2.96701922	0.9446452038	1.111377211
521700	-4.712719084	2.689172642	1.287568319	-3.79041085	2.485775501	0.6941847801	1.115404366
521800	-5.246195662	3.060567588	0.9309056984	-4.210647475	2.529603167	0.5623762002	1.220695398
521900	-5.604560756	2.367037203	0.4877783779	-4.798200656	2.818109373	1.119719384	1.119389186
522000	-6.318401734	1.93522929	1.05649315	-5.270012474	2.421901152	1.027746451	1.156198908
522100	-6.346253174	2.446883526	0.9062915235	-5.728390015	1.462798261	0.6091390804	1.199365777
522200	-5.852926483	2.364301577	1.442586411	-5.988195859	1.341750536	1.136283824	1.075978489
522300	-5.737694336	2.279414071	2.197529738	-5.742278649	1.280272932	1.533710841	1.199566405
522400	-5.605821483	2.15320257	2.771025493	-5.580643653	1.371831312	1.831467395	1.222270177
522500	-5.816539823	2.225164852	2.832265444	-5.271514679	1.424272798	2.209597978	1.151605515
522600	-5.680460284	2.14281978	2.788207687	-4.848015666	1.819941287	2.167214706	1.087587627
522700	-5.24467663	2.247709354	2.808337453	-4.630542849	2.065273118	1.777590352	1.213623858
522800	-5.146483058	2.471749964	2.601135353	-4.668718813	1.885362354	1.690889028	1.183493758
522900	-4.905715704	2.280701627	1.871932433	-4.451584136	1.333742502	1.71876281	1.061333123
523000	-5.446519636	2.410678786	1.821351339	-4.615001677	1.634937418	2.150004496	1.183727031
523100	-5.171059422	2.723915302	2.092351296	-4.85190026	1.59879817	2.436478197	1.21908755
523200	-5.217715289	2.77073302	2.316035952	-4.615239177	1.898415346	2.33261924	1.060278546
523300	-4.72390156	2.275738812	2.901141598	-4.808843407	1.583718492	1.90939016	1.212302832
523400	-4.019239591	1.660533758	3.051538753	-5.12896866	1.643936932	2.691975157	1.16664478
523500	-4.414393514	1.06799	3.516839043	-4.902324148	1.255015202	2.550413141	1.09865088
523600	-5.217681727	1.639412426	3.429112461	-4.568988171	0.6053221312	3.308873468	1.226622795
523700	-4.96656214	2.028366763	3.315810457	-4.740840712	0.9868149177	3.342953706	1.066075591
523800	-5.458001769	1.966548719	3.82598338	-4.867848761	1.015496116	3.454195746	1.179409883
523900	-5.415190713	2.068362529	3.90167227	-4.966380637	1.020307975	3.445309937	1.228053506
524000	-5.223099825	2.327806252	3.499234769	-4.64948627	1.388842909	3.412559742	1.103719724
524100	-5.093952467	2.564008412	3.13840427	-4.8989064	1.679862738	3.878873056	1.169636937
524200	-5.567642874	2.493060881	3.101566182	-5.438382842	2.160164893	4.269401878	1.221215832
524300	-6.090042895	2.113047241	3.34583608	-6.06942278	1.95476503	4.413149077	1.079182784
524400	-6.548842253	1.609548768	3.391853061	-6.376622184	1.50393508	4.492728268	1.119258783
