timestep	p0x	p0y	p0z	plx	ply	plz	ree
0	-9.596022314	-1.492197464	6.660713406	-2.122471188	-4.428102141	0.7513350337	9.969666768
100	-9.519578567	-0.9728339432	6.810306575	-2.410677738	-6.035032874	0.1795210837	10.96036702
200	-9.530540294	-0.9665822364	6.753206936	-2.399919379	-6.136847973	0.1495398568	11.00844318
300	-9.569187822	-0.9252880728	6.738529727	-2.394951257	-6.133308693	0.1555681622	11.04212534
400	-9.618604822	-0.8817881959	6.720070448	-2.371771424	-6.14811608	0.1479594917	11.11051061
500	-9.692583746	-0.8244258631	6.687884552	-2.334876225	-6.164860282	0.1407686049	11.20360777
600	-9.849215862	-0.7339049116	6.583893596	-2.254245034	-6.193609247	0.1310280587	11.36360097
700	-9.768189689	-0.8766637549	5.750198487	-2.331838574	-6.033096229	0.2005799388	10.61538411
800	-9.21071911	-3.093331517	5.223581637	-3.008621525	-6.183259889	-0.3293664395	8.879690543
900	-9.887397812	-3.883726658	5.226862839	-3.309984673	-5.729552816	0.0514455	8.570553216
1000	-9.998869092	-3.963368449	5.353593283	-3.365315516	-5.688236194	0.09115609997	8.641322057
1100	-9.970274984	-4.148014013	5.398889193	-3.367543763	-5.709257698	0.08660585151	8.617070019
1200	-9.841221591	-4.346862599	5.4641729	-3.366870922	-5.782467735	0.03089081884	8.573140199
1300	-9.766749176	-3.960030005	5.356716318	-2.988245966	-5.95873586	-0.0506037636	8.89842915
1400	-10.60813512	-3.796748892	4.975311852	-2.590927028	-5.481553947	0.7770842217	9.205395641
1500	-10.67571573	-2.905094551	5.071369919	-1.774156835	-6.165934635	0.7591722495	10.41469527
1600	-10.69073794	-2.73178307	5.090830178	-1.730276366	-6.36619474	0.9458906256	10.52042508
1700	-10.69082803	-2.657069485	5.098287226	-1.689215244	-6.453802696	1.02711093	10.58388833
1800	-10.62104862	-2.591659602	5.098110781	-1.587879527	-6.600495579	1.122778054	10.65233214
1900	-10.22993443	-2.420113433	5.023302886	-1.710328229	-6.735228436	1.512046667	10.17510823
2000	-8.735808769	-2.746896348	5.655481087	-2.938341724	-6.388711285	1.140360476	8.201204443
2100	-8.615636265	-3.511407465	6.140168279	-2.556146451	-6.050347138	0.49286255	8.663468905
2200	-8.540544894	-3.896644071	5.793006081	-2.67875279	-6.441767293	0.4522851221	8.328358737
2300	-8.611219316	-4.105327683	5.503756465	-2.653965249	-6.733083937	0.5420123001	8.186139756
2400	-9.202761729	-4.322052109	5.337305583	-2.605081078	-7.206766438	0.6728265058	8.579529811
2500	-10.25191054	-5.337268468	5.180953506	-2.147972498	-7.650712015	1.274870571	9.288881345
2600	-9.906450087	-4.031321793	4.605251507	-1.920705595	-6.757643496	1.486887129	8.996062556
2700	-9.209171714	-3.891144603	4.530865916	-1.681877033	-6.436330996	1.469661055	8.51522837
2800	-9.270758276	-3.737888394	4.404871773	-1.482419661	-6.415919045	1.411148647	8.763129846
2900	-9.255966336	-3.933738423	4.252349269	-1.373699279	-6.47840515	1.282682794	8.79911255
3000	-8.977311465	-4.200324097	3.560572228	-1.593891799	-6.536764819	1.015433249	8.151783463
3100	-8.36028288	-5.050426581	4.596104296	-2.602102134	-6.447990153	0.6997687139	7.091633128
3200	-7.968905653	-6.127128377	4.663801944	-3.406871753	-6.252664122	1.096034721	5.792829662
3300	-8.452377742	-5.862870031	4.58036452	-3.234713835	-5.818587228	0.92251138	6.372273315
3400	-8.673277013	-5.448698671	4.706105495	-3.412345941	-5.792491345	0.6459722951	6.654342247
3500	-8.670412683	-5.620731041	4.879888332	-3.143749379	-5.911050194	0.4416988841	7.094069218
3600	-8.346545859	-5.742173507	5.679701648	-2.815080308	-6.17215202	0.3435860008	7.697799872
3700	-7.982449567	-5.790061616	6.323559397	-2.503436312	-6.422771973	0.1979790061	8.242732784
3800	-8.149436125	-5.47594789	6.254560952	-1.987379547	-6.2360133	0.3094773721	8.596083961
3900	-8.175717125	-5.549287249	6.164650506	-1.712132793	-6.15214193	0.4074980825	8.676759776
4000	-8.193563622	-5.469816778	6.167198374	-1.455021843	-6.010816659	0.5831720918	8.76823675
4100	-8.268677285	-5.202999582	6.407322895	-1.796294873	-5.323967095	0.789506652	8.571244167
4200	-8.176989322	-4.721186673	7.334435668	-2.069737302	-5.804569969	0.4135153497	9.293620643
4300	-7.415152109	-4.739318742	7.913910273	-1.913953955	-5.530711213	1.386238705	8.573212891
4400	-7.074160415	-4.39592797	7.864308135	-1.943346199	-5.280345697	1.718405875	8.054785151
4500	-6.8273309	-4.126158931	7.967770431	-1.819391294	-5.496162575	2.104900205	7.831322773
4600	-6.317328718	-3.631021335	7.64714771	-1.694579034	-5.567171768	1.849229066	7.663834142
4700	-4.960622003	-3.343851354	6.656350003	-1.63963831	-5.497634941	1.50759462	6.494412861
4800	-5.029672502	-3.72161687	5.380324621	-1.844078524	-5.195060676	1.252478552	5.418316972
4900	-6.275164864	-3.547788014	5.545292456	-1.920710288	-4.356152633	0.5285027396	6.692003218
5000	-6.66126957	-3.578810588	5.384905333	-2.585525573	-4.55056412	0.4273024386	6.491056964
5100	-6.850753426	-3.602161682	5.192831863	-2.699031736	-4.494688848	0.2765788376	6.49637911
5200	-7.157637068	-3.777800961	5.06126082	-2.556118714	-4.412244602	0.4847345827	6.520819144
5300	-7.672696266	-4.141792679	5.613616364	-2.032524566	-4.952988765	1.052536793	7.298837082
5400	-8.290206133	-4.288308868	5.526344406	-2.483446379	-5.682726088	0.7038128252	7.675914869
5500	-8.29558118	-4.071065527	5.62347313	-3.108686234	-5.717777275	0.800719913	7.271484536
5600	-8.382100883	-4.090572293	5.857001724	-3.18975258	-5.517162949	0.9835955815	7.262625505
5700	-8.753956096	-4.278853458	6.269508565	-3.160378878	-5.378438509	1.058661008	7.72334938
5800	-9.547293154	-4.44017151	7.291236196	-3.110751392	-5.314394836	0.05152976592	9.726596809
5900	-9.990386547	-4.338266285	8.876184753	-3.211022182	-6.351711149	-0.4068392049	11.66997323
6000	-10.13784367	-4.219116673	9.843279642	-3.572879147	-6.574127766	-0.9857220637	12.88068765
6100	-9.992858038	-4.010334834	10.48569296	-3.750117135	-6.287746886	-1.388684602	13.60732384
6200	-9.605266419	-3.784815389	10.85403785	-3.865963647	-5.575203905	-1.402560713	13.65171402
6300	-9.373951275	-3.57704178	11.58201739	-4.465048576	-5.837120086	-1.726784786	14.36417401
6400	-8.675868279	-3.861485662	12.40550731	-4.969516885	-5.389557854	-1.550800578	14.52069472
6500	-7.961288593	-3.996905114	12.96192831	-4.835478138	-4.60836548	-1.432513931	14.74260974
6600	-7.454002795	-3.974602357	13.3030527	-4.912567507	-4.409120924	-1.486887331	15.01299523
6700	-7.379172252	-3.674851089	13.01909203	-4.92002662	-4.177875814	-1.619222913	14.85195932
6800	-7.624280373	-3.215580367	12.55384351	-4.565111889	-3.383435342	-2.133022569	15.00302378
6900	-7.702949902	-2.639652334	12.37732988	-3.811897672	-1.746658894	-1.867500946	14.79367872
7000	-8.124477806	-2.11866694	12.33685109	-2.69187176	-2.52512511	-1.29191535	14.67725081
7100	-8.478544097	-1.837265293	12.22574735	-2.403695332	-3.168600549	-1.29510988	14.88253411
7200	-8.654290916	-1.6526835	11.97592254	-2.822246786	-3.248522138	-1.337903107	14.62249613
7300	-8.602658834	-1.337240871	11.76517159	-2.229476438	-3.380534607	-0.985237713	14.4001889
7400	-8.678416896	-1.364772778	11.23198737	-2.022279815	-2.648751781	-0.6200496774	13.65370078
7500	-8.728090346	-1.287628052	10.85602045	-2.213263021	-2.532611873	-0.959532012	13.5499166
7600	-9.091326861	-1.502587807	11.33249858	-2.249102044	-2.731593577	-0.354317721	13.59809439
7700	-10.2029678	-1.731653906	11.40365046	-2.366278157	-2.38403217	-0.1672840483	13.99020469
7800	-11.25540208	-1.528547875	11.40705498	-1.945874354	-2.152487076	0.5087907727	14.34673375
7900	-12.56438367	-0.436467065	11.2797754	-0.8975301797	-2.411546254	1.532632941	15.33046621
8000	-12.61337562	-0.4361623249	10.01369069	-0.6596027111	-3.810532925	1.719289012	14.93573443
8100	-12.79549618	-0.4476674567	9.587705231	-0.4819979368	-4.705442868	1.703955894	15.22840747
8200	-12.91690121	-0.508179706	9.532997646	-0.4494448201	-5.112255285	1.775498404	15.38875483
8300	-13.16573662	-0.5967743258	9.328238063	-0.8218692848	-5.427270807	1.484838419	15.40206723
8400	-13.28337871	-1.06849966	9.545045177	-1.016127861	-6.103731033	0.6333340962	15.97678293
8500	-12.74508014	-1.519363614	10.08540671	-0.4525407362	-6.626618805	-0.1686246616	16.80284916
8600	-12.09928369	-1.363231762	10.52032015	-0.07717210959	-7.059459139	-0.4671900095	17.254088
8700	-12.05971954	-1.131962569	10.65320951	0.05748301068	-7.317002056	-0.6611505357	17.69452046
8800	-11.84922419	-1.155743334	10.4298533	-0.1358342553	-7.605979116	-0.8444587223	17.49054479
8900	-11.45765321	-1.58525977	10.41800034	-0.7375420261	-8.093533388	-0.66458616	16.73625205
9000	-10.71164022	-1.576624014	10.67223589	-0.8032339977	-7.390261669	-1.778962477	16.94128795
9100	-10.33677557	-0.9572164958	9.74985031	-0.0871104699	-6.547754973	-1.72003516	16.3666743
9200	-10.43868838	0.08549829369	9.597333986	0.3693837111	-6.110650686	-1.409559441	16.62403042
9300	-10.59101349	0.8712982064	10.06820642	0.2736183816	-6.363951718	-0.7052730211	16.92503845
9400	-10.81959779	1.620936023	10.74045622	-0.1070999161	-7.124276393	0.2500374344	17.35757002
9500	-11.21819726	2.455498805	11.16931785	-1.271350982	-6.833384632	0.4320641214	17.33527399
9600	-10.75958877	2.44970797	11.59282552	-1.178680428	-7.461126649	0.6465022858	17.60228507
9700	-10.54950002	2.152260437	12.28763883	-0.9522093208	-7.996534966	0.8331474485	18.06409172
9800	-10.69453631	1.684451969	12.91182548	-0.6454573937	-8.484770057	0.6878659763	18.81016347
9900	-10.89275978	1.499506459	13.55791196	-0.725100855	-8.961917756	-0.07998911147	19.97035378
10000	-11.6163156	1.123480021	13.70855307	-1.33398613	-9.525908972	-0.8423637413	20.75728704
10100	-12.08003971	0.362290077	-13.7745068	-2.116272071	-9.450444933	-0.871573244	19.02766745
10200	-11.99210019	-0.1028002401	-13.68740553	-2.589894973	-9.293603182	-1.045855357	18.23954803
10300	-12.02169025	-0.486784219	-13.48049298	-2.982456915	-9.214804196	-1.350462623	17.46492795
10400	-12.00276276	-0.5268637125	-13.2911382	-3.015346816	-9.076762186	-1.556909606	17.07531932
10500	-11.45936411	-0.6500703101	-12.44889344	-2.989938976	-8.887602169	-1.654710319	16.00320225
10600	-11.79282796	-0.2793540159	-12.16519723	-2.916776471	-8.532150331	-1.561985301	16.10344809
10700	-11.84891919	-0.5150972088	-11.67467941	-2.930765563	-8.173929212	-1.480936059	15.55967787
10800	-11.80679949	-0.786042057	-11.29575237	-3.150893263	-7.849944283	-1.627600521	14.77486337
10900	-11.72101327	-1.14334138	-11.13676021	-3.310762991	-7.305641571	-1.738303936	14.03699518
11000	-11.95524148	-1.056846671	-11.07623243	-3.164605957	-6.701695401	-1.558791044	14.13227797
11100	-12.24559748	-0.6408341268	-10.92295472	-3.063044746	-6.282177941	-1.192996457	14.51950834
11200	-12.76372602	-0.1925759841	-11.28331962	-2.942163676	-6.07448342	-0.9267473021	15.43756821
11300	-13.37029765	-0.4165690314	-11.93232884	-2.507403693	-6.008927764	-0.8221970528	16.51399315
11400	13.81650206	-1.29474708	-12.58539024	-2.156258651	-5.576144727	-0.7535283491	20.33352911
11500	13.84459193	-2.509879402	-12.71896288	-2.231743003	-5.839078422	-0.5330276573	20.44576064
11600	-13.51346262	-3.342723188	-12.69829389	-2.581534488	-6.916408308	-0.2703472203	16.93316676
11700	-13.23264267	-3.650828317	-12.93665978	-2.25369236	-7.330934244	-0.4789500634	17.0080881
11800	-13.05053976	-3.801093599	-13.14869332	-1.781866384	-7.280713002	-0.610871962	17.21301006
11900	-12.55284085	-3.842211976	-13.27666391	-1.09764459	-7.02894625	-0.8212857395	17.21955987
12000	-12.05219619	-4.350979692	-13.26394178	-0.4705998686	-6.225750056	-0.8707804849	17.0657137
12100	-11.43376964	-4.349437186	-13.51750904	-0.6400184642	-4.906679309	-0.6700704023	16.78905187
12200	-10.83636647	-5.106953772	13.74324861	-0.9994234942	-4.183977862	-1.176235891	17.89436641
12300	-10.10697513	-4.774795471	13.36378868	-0.6635523787	-3.676645232	-1.873844099	17.96022327
12400	-9.613970745	-4.506781589	13.09210311	-0.4316570755	-3.39184896	-2.581439806	18.19939303
12500	-9.591045802	-3.970893441	12.77067411	-0.4162042002	-3.746446067	-2.820350094	18.09165915
12600	-9.255615103	-2.920395425	12.63183748	-0.3305945602	-3.641800092	-2.280057537	17.3937066
12700	-8.817605739	-2.669200565	13.25923496	-0.4457979902	-3.062665106	-2.010241546	17.41834929
12800	-8.269187949	-2.917845643	13.55459186	-0.562336741	-2.659968648	-1.859089187	17.23495342
12900	-8.270330572	-3.215207551	13.20909464	-0.6737015448	-2.576246751	-1.834564346	16.86501465
13000	-8.265578142	-3.282396287	12.8171233	-0.7362522039	-2.38468558	-2.149994748	16.77829718
13100	-7.947659419	-3.262670668	12.44704383	-0.5485704359	-2.05963491	-2.451818702	16.67842671
13200	-7.502786449	-2.45456903	12.06029321	-0.09362538842	-1.670308517	-2.671407695	16.50859606
13300	-8.179558295	-1.527323552	12.47959808	-0.03564403725	-1.078977711	-2.785177522	17.30715828
13400	-8.784154135	-1.208201865	13.06593928	-0.1063517537	-0.6037316276	-2.885774824	18.16939243
13500	-8.860696414	-0.8553263801	13.23337265	-0.1144921002	-0.2581103724	-3.062331284	18.5041272
13600	-8.333439058	-0.2716263506	12.97214074	-0.6752086239	-0.009620257078	-3.505105307	18.17186776
13700	-7.698398287	-0.002566633272	12.89583997	-1.398374455	0.6939475637	-3.659753948	17.72746801
13800	-7.11105232	0.3514153528	12.74983699	-1.955571367	1.190832534	-3.364541536	16.9397993
13900	-6.596652037	0.7084952264	12.75467203	-2.246194005	1.462965389	-3.117692084	16.47506154
14000	-6.159463013	1.105056655	12.94846262	-2.393740435	1.626731013	-2.880995014	16.27957431
14100	-6.043331993	1.156302923	13.60549844	-2.143442791	1.897175603	-2.857712289	16.93503279
14200	-6.117709378	0.7103504397	13.85975494	-2.345872287	2.014122424	-3.395463851	17.71070726
14300	-6.092133523	0.5391910555	13.78762045	-2.730670543	2.175718907	-3.706593052	17.88924713
14400	-6.016609188	0.65357092	13.85875208	-2.892465791	2.584714474	-3.812862751	18.04925367
14500	-5.944611114	0.692419736	13.72735833	-3.260796176	3.244426383	-4.22544325	18.33081245
14600	-5.412679995	0.5631374605	13.58452927	-3.913416357	3.414106664	-4.138911215	18.01377693
14700	-5.396769205	0.5286593323	12.88869692	-4.387373121	3.629987662	-3.769543552	16.97451306
14800	-5.648768322	0.6303017308	12.88539646	-4.777771106	4.233630036	-3.587782582	16.88514847
14900	-5.935152606	0.2532981103	12.87065916	-4.647598328	4.162595385	-3.073914819	16.46723536
15000	-6.482616977	-0.009480208371	13.08294181	-5.044771741	3.584606531	-2.633260116	16.18591552
15100	-6.771720541	0.2334809948	13.84538742	-5.43358634	3.477748465	-2.606018712	16.82155279
15200	-6.351890766	0.9793179904	13.62651835	-5.411546941	2.787571925	-2.398491541	16.15410074
15300	-5.850030691	0.4493840915	13.55491796	-5.945410719	2.197701991	-2.058738637	15.71152396
15400	-6.620720292	0.8101785441	13.23651856	-6.347257777	1.361739435	-1.951035641	15.20002644
15500	-6.327230372	0.8034041738	12.6932184	-6.160739174	0.1849260125	-2.02148195	14.72863337
15600	-6.182844998	1.111368018	12.80522037	-5.309016443	-0.931810325	-2.399384163	15.36613657
15700	-6.552778424	1.043372701	12.239158	-4.56331028	-1.326556309	-3.203981932	15.75008311
15800	-6.143213408	1.572291644	11.44219011	-4.26958219	-2.028515268	-3.596433916	15.57679418
15900	-5.775089015	1.838324588	11.26790786	-4.139237587	-2.483483865	-4.009964442	15.9614354
16000	-5.381067887	2.474724598	11.12391938	-3.960737659	-2.169375724	-4.267073536	16.13901077
16100	-5.111838256	3.299979994	10.98800901	-3.424153791	-2.77479479	-4.750980195	16.9548503
16200	-5.247164152	3.550694301	11.37914512	-3.414130519	-2.479998996	-4.915500294	17.47125476
16300	-4.97049223	3.574848802	11.31203056	-3.51983235	-2.925528416	-4.449055646	17.11055687
16400	-5.506015217	3.752017155	11.26110767	-3.52178059	-3.634129786	-4.82324372	17.81007337
16500	-5.741277928	4.264385294	11.63122564	-3.113771754	-4.11572114	-5.120150557	18.91397835
16600	-5.985769832	4.693096562	12.15294156	-2.696559217	-3.399813679	-5.382181495	19.59067745
16700	-6.230325625	4.422397037	12.71581438	-2.935323567	-2.975015249	-5.588100064	20.01529493
16800	-6.509490855	3.95172675	12.87875454	-3.159620795	-2.719195333	-5.862513467	20.17319898
16900	-6.294346951	4.392209748	13.01619878	-3.212874131	-2.354234493	-5.797436351	20.22282996
17000	-6.602020229	5.189395157	13.06394847	-3.279904587	-1.949567268	-5.618195454	20.27372039
17100	-7.261274554	5.231584157	13.4298913	-3.254581643	-1.968180966	-5.499376258	20.64479053
17200	-7.300540802	5.165955255	-13.65853202	-2.936253506	-2.457596718	-5.954551322	11.68404326
17300	-6.886908184	5.494647972	-13.10275479	-2.80245561	-3.079851643	-5.74517603	12.01410678
17400	-6.853467317	5.278284783	-12.91341435	-3.078252549	-3.475212508	-5.570769262	12.03288819
17500	-7.212775287	6.275005474	-12.72209926	-3.216616962	-3.435997506	-5.579976098	12.69971589
17600	-7.669947174	5.734368186	-12.50723576	-3.027173567	-3.159590724	-5.786319319	12.07595005
17700	-7.85181176	5.813570894	-11.89186281	-3.001599244	-2.948102836	-6.213112077	11.51258867
17800	-7.280012828	5.518101207	-10.92819456	-3.104647677	-2.587855433	-6.464059115	10.15227622
17900	-6.973811149	5.284264834	-10.89639328	-3.545547585	-2.301315912	-6.269475862	9.523780296
18000	-6.807362729	5.416857303	-10.52563005	-4.208747839	-2.221110473	-6.610479664	8.967706153
18100	-6.53417101	5.821076318	-10.05585025	-4.225902879	-1.535172056	-6.75861309	8.385360147
18200	-6.145053432	6.327664908	-9.825411508	-4.057985849	-1.288119727	-6.652865608	8.510057238
18300	-6.140316528	6.363860979	-9.821984365	-3.867521327	-1.221198063	-7.31214077	8.306505497
18400	-6.464375755	6.059115309	-9.819094166	-4.298944321	-0.350898994	-7.720965518	7.083750453
18500	-6.509197378	6.635943932	-9.988666936	-4.064270701	0.4435344141	-7.437179833	7.129774788
18600	-7.089384413	6.499671286	-10.15298412	-3.681158281	1.051896057	-7.273668276	7.041641858
18700	-7.34023272	6.37585457	-10.11383963	-3.03956235	1.402364844	-6.99198662	7.278552871
18800	-7.425606843	5.883033392	-9.822803503	-2.337663517	1.468536554	-6.675590318	7.435045424
18900	-8.005878471	5.313318007	-9.465528549	-2.015884671	1.131039648	-6.36302342	7.937065961
19000	-8.073637271	4.584544481	-9.99991706	-1.930275791	1.25910751	-5.752861159	8.175384097
19100	-7.982625564	4.132658412	-10.22791038	-2.223183588	1.290762127	-5.580521927	7.927532141
19200	-7.953632724	3.700610479	-10.37015486	-2.603777586	1.853920128	-6.887417903	6.645349649
19300	-7.898983903	3.452371479	-10.39704523	-2.568630351	2.555022763	-8.127392858	5.862527235
19400	-7.994366877	3.84427123	-10.77978312	-1.354895462	2.115320363	-8.690234567	7.172033529
19500	-7.858539627	4.282401934	-10.86443882	-0.9077790346	1.229993316	-9.732166042	7.675435676
19600	-7.86406974	4.838122014	-10.58442949	-1.185192172	1.200550469	-9.934263812	7.632957992
19700	-8.093165199	5.507459256	-9.940836586	-0.9167707068	1.068854456	-10.71003081	8.473105112
19800	-8.764707595	6.218780395	-9.91835632	0.08135656451	0.947760918	-11.26628697	10.38524985
19900	-9.63196889	6.667412285	-10.78718851	0.5191358477	1.108838401	-11.08545377	11.57720317
20000	-10.61460168	5.762574387	-11.38073911	0.96777468	1.207823175	-11.15846484	12.44775509
20100	-11.03467543	5.169653001	-11.1419164	1.223114358	1.311632363	-11.39860156	12.85315607
20200	-11.50707627	4.786609618	-11.06304982	1.311476063	1.469746496	-11.73360234	13.25769609
20300	-12.05850141	4.91002229	-11.04425051	1.008626045	1.690580702	-11.93969863	13.48764069
20400	-12.79935465	5.455959027	-10.4810976	0.4834467673	1.480761161	-10.83284274	13.86934519
20500	-12.33279234	5.553673757	-9.569536687	0.5218415508	1.856176833	-10.70961075	13.42433853
20600	-11.6522424	5.317208577	-8.981290681	0.7109304443	1.915222219	-9.902053062	12.85571302
20700	-11.07711003	4.638233134	-8.950507119	0.6283360959	1.767673224	-9.023422514	12.05250596
20800	-11.09659287	4.152697494	-9.37443564	0.3597142927	1.319604157	-8.490682013	11.83445868
20900	-10.96203933	3.620005455	-9.19527683	0.2602544777	0.833388862	-7.990705623	11.62566566
21000	-10.95482751	3.472647683	-8.969266491	0.5896710042	0.6212637913	-7.854949809	11.94351446
21100	-11.14172837	3.191987339	-8.875212249	1.028908514	0.7991649691	-8.09676398	12.42803213
21200	-11.46492076	2.793309001	-8.896836128	0.3061137688	0.9180893082	-8.347882387	11.93210178
21300	-11.5747542	2.95350488	-8.991165067	-0.4838635651	0.4870950765	-7.714121902	11.43336659
21400	-11.59823408	2.968072018	-9.02067772	-0.1812733539	0.8621724131	-7.302596321	11.7359963
21500	-11.52825183	3.104878453	-8.825276992	1.071840467	0.2194562119	-7.29245929	13.01681672
21600	-11.5737829	3.217318807	-8.516060915	1.366748627	-0.4782159476	-7.363346542	13.50714936
21700	-11.16380311	3.039650494	-7.965656355	1.190432002	-0.9990769189	-6.974740497	13.03535034
21800	-10.73500819	3.544234768	-8.440721828	0.414208967	-1.153725398	-6.0216791	12.3380566
21900	-11.45930185	3.562173526	-8.032604008	0.2958329122	-1.860804461	-5.763430476	13.14309826
22000	-11.11487672	2.930444212	-8.79700073	-0.6386027499	-1.791397759	-5.513927779	11.9510115
22100	-11.13058869	2.852488286	-8.947417676	-0.7844814488	-1.767986075	-5.116821709	11.96094411
22200	-10.77741762	2.37431859	-9.009277251	-0.7588300018	-2.268528694	-5.19582056	11.68206235
22300	-10.2391521	2.720824235	-9.207261281	-1.220228433	-2.292186866	-5.446710633	10.98239526
22400	-10.06867989	2.705749362	-9.282602631	-1.705399961	-1.92151429	-5.227960524	10.38249212
22500	-10.0572326	2.594459816	-9.325101877	-1.860581301	-1.552011787	-4.787647796	10.24533108
22600	-10.46410313	2.142763777	-9.449749717	-2.142645543	-1.402242703	-4.362918854	10.37735879
22700	-10.78972886	2.647929992	-9.655903142	-2.025919632	-1.342731425	-4.128809145	11.1030851
22800	-10.76456803	2.991177523	-9.600579278	-2.132672653	-1.186837298	-3.490165269	11.37112945
22900	-10.77992888	2.702951981	-9.227925803	-2.696697547	-1.726622178	-3.411816849	10.89893937
23000	-10.30156364	2.528330673	-9.090728122	-3.796330902	-1.908741685	-2.657015063	10.16849683
23100	-9.998544791	2.55612233	-9.083790762	-3.492824137	-1.89709009	-1.787247671	10.74220849
23200	-10.01990081	2.346541147	-8.849089794	-2.891969441	-1.977168014	-1.02957824	11.43007556
23300	-9.982989863	2.446475876	-8.993466903	-2.114950286	-2.191428672	-1.142292364	12.04396725
23400	-9.899752452	2.779991535	-9.094465788	-2.17181819	-2.269326786	-1.366229779	12.03919496
23500	-10.00313674	3.082372127	-8.664212612	-2.628784632	-2.216159563	-1.169491222	11.77396941
23600	-9.663038413	3.75541002	-8.980579772	-2.66366653	-1.958146648	-0.7011299751	12.25500818
23700	-9.281357535	3.688164843	-9.890742769	-2.501925759	-1.902841666	-0.6847308666	12.72677116
23800	-9.134334008	3.789817631	-9.823087865	-2.364531481	-2.576804267	-0.1984052371	13.37903645
23900	-8.769120636	3.217229005	-10.39130778	-1.907478417	-2.529972683	-0.7704353007	13.14053455
24000	-8.258464804	3.096029524	-10.96059799	-2.006369992	-2.439544079	-1.35294097	12.72942804
24100	-8.388985905	2.996166513	-11.57812029	-2.283104545	-2.171173646	-1.44475823	12.91000458
24200	-8.7991352	2.943857123	-12.09790248	-2.117495814	-2.10714318	-1.414292291	13.57558233
24300	-9.040564838	2.827997444	-12.60584083	-1.949594821	-1.677898845	-1.557607731	13.87978428
24400	-9.671551474	2.31371493	-12.65278393	-2.601323744	-1.413268084	-1.53053382	13.69609324
24500	-10.45986661	1.955606015	-11.88863812	-2.435970995	-1.492360185	-1.596941212	13.4977923
24600	-10.34590146	2.296755957	-11.35256963	-2.803721023	-1.364694429	-1.43848732	12.98382582
24700	-10.36874362	2.07610401	-11.36713954	-3.503398817	-1.569802515	-1.434815388	12.61255949
24800	-10.31975957	2.147440095	-11.75654548	-3.767775534	-1.08309337	-1.133466053	12.89242637
24900	-10.5279591	2.049728892	-11.84317397	-3.95437744	-1.042261511	-1.288972398	12.81263249
25000	-10.89309304	2.303883458	-12.30665752	-3.820043395	-1.298134765	-1.393287967	13.49459898
25100	-11.27281486	2.53839228	-12.76979681	-3.882862195	-1.581089185	-1.08013905	14.43016377
25200	-11.39922425	2.914938451	-13.34599517	-3.785718317	-1.369258069	-0.442696373	15.58252008
25300	-11.21293424	3.360622487	-13.85723622	-3.50384814	-0.9635540941	-0.6358426519	15.90389134
25400	-10.58390105	3.787118895	13.47817993	-3.958457787	-0.8924690304	-0.2557572722	15.95042547
25500	-9.400895971	4.141465511	13.63731822	-4.353129657	-0.9111137079	0.01803878123	15.37833782
25600	-9.261617115	4.089459174	13.8625139	-4.339868532	-1.060958631	0.1488023442	15.45368233
25700	-9.434196567	4.672271114	13.24465458	-4.322387072	-0.3891799726	0.4518178021	14.67670114
25800	-9.79866196	4.443227401	13.09570067	-4.747470375	-0.020838717	0.2811792061	14.47944692
25900	-9.850128209	4.556929263	13.20498138	-4.891974141	0.4350588527	0.07810250786	14.62491218
26000	-9.837888164	4.45216426	13.79933016	-4.428567931	1.149935936	0.3702494269	14.84943321
26100	-9.244168412	4.170990869	-13.43994754	-4.373475409	1.768179587	0.9187023677	15.35148135
26200	-8.20215149	4.272092708	-13.68293703	-4.560273294	1.805655066	1.312126131	15.62685223
26300	-8.218486599	4.518136675	12.9932402	-4.204034044	1.99977143	0.9439049104	12.94775941
26400	-8.212663056	4.487239484	11.86069098	-3.317041242	2.627837053	0.845912854	12.19630385
26500	-8.75667699	4.95750814	11.75151334	-2.873135765	2.644674669	1.84713909	11.74997384
26600	-9.152751759	5.912371453	11.79706814	-2.597290497	2.59111781	2.514289126	11.83954325
26700	-9.444364911	6.594115516	12.36776107	-2.176928981	2.738922962	2.793616989	12.62308875
26800	-9.837609219	6.496406526	12.87334252	-2.133266611	2.115521264	2.688566005	13.50106379
26900	-10.10469677	5.466145876	12.65348788	-1.709640152	1.311936093	3.287116239	13.24625805
27000	-9.888330823	4.677216534	12.81496108	-1.802748096	1.100096317	4.020994777	12.47021573
27100	-9.472578704	5.115034028	13.6022034	-1.70781301	1.227818296	4.151560195	12.83419999
27200	-9.540095396	5.545247564	-13.39526948	-1.749143224	1.084197456	3.748563692	19.35228461
27300	-9.869596523	5.744060235	-13.03275752	-1.554041475	1.016008321	4.095785126	19.61861116
27400	-10.42135493	5.546481966	-13.40128046	-1.290763215	0.5943377759	4.449636896	20.65300674
27500	-10.96495745	5.333663272	-13.0789078	-0.8438743093	-0.01959877069	4.246131852	20.76657741
27600	-11.0463833	4.627290467	-13.53283972	0.08552623785	-0.02603011936	3.910590295	21.20957456
27700	-11.57472934	3.805654846	13.29879699	-0.3029009781	0.2353171587	3.603595124	15.29046647
27800	-11.87146621	3.957402437	12.86867078	-0.09487946733	-0.08918579659	3.668866745	15.48222419
27900	-11.42765148	4.029928955	12.51841281	0.7022421448	-0.3018363832	4.071945445	15.40264007
